id,text
351,沪深港通资金分析课经常更新，好评
352,板块轮动的量价特征讲得很好，实战价值高
353,消息中心已读未读功能有问题
354,缠论课程根本听不懂，太玄乎了
355,讲师简历造假，根本不是什么基金经理
356,群里的分析师水平参差不齐
357,说能精准抄底，结果每次都抄在半山腰
358,训练营结束之后就没有任何后续服务了
359,涨跌停板制度讲解很详细，适合新股民
360,老师讲的选股方法用了几次都不准，感觉是在猜
361,用的案例都是五六年前的，完全过时了
362,推荐的股票池里一半都是已经涨过一波的
363,交了不少学费但是收益还不如自己瞎买
364,公告战法分析课内容很棒，抓住了不少机会
365,直播互动环节安排太少，基本都是听老师一个人讲
366,换老师的要求被拒绝了，说不能指定授课老师
367,量价关系分析课挺有用的，但练习太少了
368,资讯推荐全是广告软文，真正的分析文章很少
369,客服答应回电话从来没有准时过
370,市净率在市盈率失效的时候很好用
371,买了双周训练营，结果只有录播没有直播
372,ROE选股法讲得很好，排除了很多烂票
373,限售股解禁分析课让操作更有把握了
374,讲的K线技术都是老掉牙的东西，能不能更新一下？
375,技术分析课程节奏刚刚好，很适合上班族
376,K线图指标不能自定义，只能系统默认的
377,跟着课程系统学习后终于开始稳定盈利了
378,作业太难了和课程内容完全脱节
379,量比指标在早盘选股中很有用，建议多讲
380,直播课的录像找客服要，说要另外付费
381,售后电话永远在忙，留言也不回
382,实战演练环节太短了，根本轮不到我
383,高级会员的专属分析报告已经停更好久了
384,客服答应回电话从来没有准时过
385,早盘策略每天都有收获，能把握当天节奏
386,每次推荐的票都有明显的出货痕迹
387,模拟盘不能自己设置初始资金，太死板了
388,跟着买的票从来没赚过钱，感觉是反向指标
389,课件里大量引用别人文章，原创内容太少
390,报名时说零基础也能学，结果上来就讲复杂模型
391,大宗交易分析课内容很好，就是更新太慢了
392,ETF课程讲得浅，不如网上免费资源
393,实战课作业都是模拟盘交的，真到了实盘完全不一样
394,实战环节的复盘总结都是套话空话
395,老师看多的票第二天就暴跌，准确率太低了
396,课程质量越来越差，新开的课明显在凑数
397,解约后账号里的学习资料全被清空了
398,客服态度敷衍，问题根本没解决就说处理好了
399,说好的老会员续费打折，续完了发现没打折
400,实盘操作和课堂讲的完全不一样，不知道怎么应用
401,会员等级权益越改越少，价格还涨了
402,股权激励分析课程建议增加更多案例
403,学习资料只能在线看不能下载，没网就看不了
404,风控课程真的救了我，之前不懂仓位管理亏了很多
405,可转债套利课程实战性很强，已经套利成功了
406,回购注销对股价的影响分析到位
407,数据导出功能太弱了，只能导出最近一个月的
408,大盘分析完全不靠谱，连续两次判断反了
409,换老师的要求被拒绝了，说不能指定授课老师
410,模拟盘战绩和实盘完全不一样，模拟盘天天涨停
411,学了半年还在讲基础，太忽悠人了
412,行业分析课覆盖面太窄了，只讲热门板块
413,客服承诺的补偿一直没兑现
414,知识点讲完就再也没有回看过
415,盘口语教学很实用，但是案例太少
416,学了两个月终于能把K线形态看明白了
417,直播回放功能很好用，晚上加班回家也能看
418,成长股和价值股的区分讲得很清楚
419,交易课程讲得很好，学会了资金管理
420,老师每次判断错了就说是市场不正常
421,录播课画质太差，手机上看字都看不清
422,试用期到期前没有任何提醒就直接扣费了
423,合同里写的条款和销售说的完全不一样
424,公告信息更新不及时
425,股指期货对冲策略很实用，学会了规避大盘风险
426,每次上课都推销更高价的课程，体验很差
427,老师的选股思路很清晰，但执行起来还有难度
428,止损线设得太宽了根本没效果
429,系统课连最基础的开户教学都没有
430,BOLL布林带课程实战用法讲得太少了
431,做空报告分析课太少了，建议多出
432,APP夜间模式适配很差
433,期权的希腊字母讲得太复杂了听不懂
434,教人用杠杆ETF结果连什么是杠杆损耗都没说清楚
435,学会了怎么用MACD和KDJ配合分析，买卖点更准了
436,港美股开户教程很详细，跟着操作成功了
437,北向资金分析课讲得还行，操作建议太模糊
438,APP通知太多了，关都关不完
439,客服答应回电话从来没有准时过
440,课后答疑时间太少了，问题都排不上号
441,集合竞价分析课内容很新颖，建议多更新
442,资讯推荐全是广告软文，真正的分析文章很少
443,模拟盘不能自己设置初始资金，太死板了
444,学习群氛围很好，大家一起交流进步很快
445,推荐的板块轮动完全不靠谱，每次都踩错节奏
446,直播课干货满满，每节课都有收获
447,说好的年化收益30%，我跟了半年还亏10%
448,课程顾问夸大宣传，说学完就能稳定盈利
449,波段操作教学缺乏具体的买卖信号判断
450,期货课程没做完就被叫停了，钱白花了
451,科创板打新策略分析很及时，跟上节奏了
452,积分商城兑换的东西一直不发货
453,牛熊转换的判断标准讲得很清楚
454,投资建议都是在重复网上能免费看到的观点
455,老师换了好几个，教学质量越来越差
456,电话客服每次说法都不一样，互相推诿
457,实战群里的操作节奏太快了，根本来不及跟
458,退课还要收手续费，这不是霸王条款吗
459,择时策略教学偏少，希望能出专题课程
460,均线系统课讲了几十种均线用法，越学越糊涂
461,学完理论课不让直接实盘还有各种门槛
462,模拟盘不能自己设置初始资金，太死板了
463,客服说反馈给技术部门，从来没人联系我
464,每次问问题都要排很久的队
465,高送转预期选股策略课已经过时了
466,自选股列表经常丢失，添加了又没了
467,热点题材的持续性判断课讲得不错
468,社保基金持仓分析很有参考价值
469,实盘比赛排名数据更新太慢了
470,买方调研信息获取渠道讲得很全
471,说好的策略组合结果全是同一板块的票
472,涨停板复盘分析基本没啥用
473,课程大纲写得很好，实际内容缩水严重
474,卖课的承诺终身学习，结果一年就关停了
475,北交所打新完全没中过，策略需要调整
476,老师自己也说了不包赚，但宣传的时候可不是这么说的
477,基础课讲得还算扎实，适合完全没接触过的人
478,购买时承诺的福利一个都没兑现
479,业绩预增股的套利策略讲得好，抓住了几只
480,大盘分析完全不靠谱，连续两次判断反了
481,可转债课程讲得太浅了，实战完全用不上
482,波浪理论课后作业都做不对，不知道怎么纠正
483,手机APP推送的消息太多了，建议可以自定义
484,平台经常维护，一维护就是半天
485,基本面分析课程讲得很透彻，终于会看财报选股了
486,课表上写的十节课实际上只上了七节
487,要求换班等了两个月没有下文
488,可转债打新策略完全过时了，中签率太低了
489,跟单系统自动买入的价位比手动买高了好多
490,从零基础到现在能自己分析股票了，感谢老师们
491,每次都说下周教核心技术，永远在下周
492,关联交易分析讲得很好，看穿了很多套路
493,教的技术指标都是十年前的，现在市场早就变了
494,期权波动率交易课太难了，需要更多基础铺垫
495,实盘模拟功能太假了，和真实市场差太多
496,会员群里每天都有人喊单，跟着亏了好几万
497,客服态度很差，问问题就发个链接让我自己看
498,宏观分析框架的课程非常实用，希望多更新
499,课程账号被多人同时登录就封号完全不讲道理
500,说好的小班教学，结果一个班几百人
